飞行速度,图片,研发单位,乘员,简介,最大航程,发动机,生产单位,发动机数量,大类,类型,产国,退役时间,空重,翼展,最大飞行速度,名称,_id,首飞时间,关注度,机高,服役时间,最大起飞重量,气动布局,机长
亚音速,http://images.huanqiu.com/sarons/2014/01/6d30764d4600a94a2a2f24aa99234e02.jpg,利尔喷气机公司,11人,NULL,4010千米,2 × Garrett TFE731-3A-2B,NULL,双发,飞行器,通用飞机,美国,NULL,5502千克,13.35米,871千米每小时,Learjet 55双发涡扇中型公务机,{'$oid': '5cc93136831b973d657f1337'},1979年11月15日,NULL,4.45米,1981年4月30日,8845千克,后掠翼,17.9米
亚音速,NULL,罗克韦尔公司,4人,NULL,1350千米,1台Lycoming IO-540-T4B5D，194 kW,NULL,单发,飞行器,通用飞机,美国,1979年,939千克,10.85米,290千米每小时,“指挥官”112/114单发活塞式轻型旅行飞机,{'$oid': '5cc93137831b973d657f1338'},1970年12月4日,NULL,2.57米,1972年8月,1475千克,平直翼,7.63米
亚音速,NULL,Moraine Saulnier,4人,NULL,1300千米,1×莱康明O-360-A3A活塞发动机，134千瓦（180马力）,NULL,单发,飞行器,通用飞机,法国,NULL,570千克,9.74米,240千米每小时,Socata MS“拉力俱乐部”/“海军准将” 单发活塞式轻型旅行和教练飞机,{'$oid': '5cc93137831b973d657f1339'},1959年6月10日,NULL,2.8米,1961年年末,1050千克,平直翼,7.24米
亚音速,http://images.huanqiu.com/sarons/2014/01/ee9864a0d5ebc9116cf282441a0a48fb.jpg,利尔喷气机公司,11人,NULL,3167千米,霍尼韦尔TFE731涡轮风扇发动机,NULL,双发,飞行器,通用飞机,美国,NULL,5829千克,14.58米,858千米每小时,Learjet45双发涡扇中型公务机,{'$oid': '5cc93137831b973d657f133a'},1995年10月7日,NULL,4.3米,1998年7月28日,9163千克,NULL,17.68米
亚音速,http://images.huanqiu.com/sarons/2014/01/3ccb48ab993b96d907a752d9af205340.jpg,NULL,6人,"
PA-34“塞内卡人”是“切诺基·六”的双发发展机型。“塞内卡人”的可靠机型于1969年10月首飞，生产型于1971年9月23日开始交付使用，最后的机型目前仍在服役。该机型还授权波兰PZL-Mielec公司制造，名为M-20 Meva。还授权巴西制造，名为EMB-810。PA-34共计交付超过4700架。
",1529千米,2×TSIO-360RB， LTSIO-360RB水平对置活塞发动机,美国派珀（Piper）飞机公司,双发,飞行器,通用飞机,美国,NULL,1457千克,11.86米,358千米每小时,Piper PA-34“塞内卡人” 双发活塞式轻型飞机,{'$oid': '5cc93137831b973d657f133b'},1969年10月,NULL,3.02米,NULL,2155千克,平直翼,8.72米
亚音速,http://images.huanqiu.com/sarons/2014/01/f9a40904bdcdeab3a986fb826b27db41.jpg,NULL,4人,"
PA-28R“切诺基·箭”飞机由“切诺基·射手”II发展而来，但“切诺基·箭”装载功率更大的发动机、收放起落架和非梯形机翼。“切诺基·箭”于1967年2月1日首飞，总交付量超过7000架。
",1630千米,1×莱康明O-320-E2A150马力（113千瓦）,NULL,单发,飞行器,通用飞机,美国,NULL,544千克,9.2米,268千米每小时,Piper PA-28R“切诺基·箭” 单发活塞式轻型旅行飞机,{'$oid': '5cc93137831b973d657f133c'},1967年2月1日,NULL,2.25米,NULL,975千克,平直翼,7.16米
亚音速,NULL,NULL,4人,NULL,1500千米,1× Avco Lycoming IO-360-A1A活塞发动机,NULL,单发,飞行器,通用飞机,意大利,NULL,740千克,10.86米,280千米每小时,SlAl-马歇蒂S.205/S.208 单发活塞式轻型旅行飞机,{'$oid': '5cc93137831b973d657f133d'},1965年,NULL,2.89米,1968年,1250千克,平直翼,8米
亚音速,http://images.huanqiu.com/sarons/2014/01/d637d63b34f35384d29d8c456b9c11ff.jpg,美国盖茨·利尔喷气公司,10人,NULL,4239千米,盖瑞特TFE731涡轮风扇发动机,NULL,双发,飞行器,通用飞机,美国,NULL,4152千克,12米,870千米每小时,Learjet 35双发涡扇特殊用途飞机,{'$oid': '5cc93138831b973d657f133e'},1973年1月4日,NULL,3.7米,1974年夏季,8301千克,平直翼,14.8米
亚音速,http://images.huanqiu.com/sarons/2014/01/128bad790d6fb09931d62688ae27bba5.jpg,索卡塔(SOCATA)南方飞机公司,5人,NULL,1180千米,1×莱康明O-360-A1AD 4缸水平对置风冷活塞式发动机，134千瓦（180马力）,NULL,单发,飞行器,通用飞机,法国,NULL,670千克,9.76米,241千米每小时,SocataTB“坦皮科”/“多巴哥”/“特立尼达”单发活塞式轻型旅行飞机,{'$oid': '5cc93138831b973d657f133f'},1977年2月23日,NULL,3.2米,1979年9月份,1150千克,平直翼,7.63米
亚音速,NULL,法国南方飞机公司,4人,NULL,953千米,莱康明O-320-B2B活塞发动机,NULL,单发,飞行器,通用飞机,法国,NULL,620千克,9.7米,234千米每小时, Socata GY“地平线”/ST“专科医生”,{'$oid': '5cc93138831b973d657f1340'},1967年11月7日,NULL,2.6米,NULL,1100千克,平直翼,6.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/5925f8bfd211dcc5a2c5ddfbbb86e4d8.jpg,Piper飞机公司,7人,NULL,1981千米,大陆公司或莱卡明公司的活塞发动机或者普-惠公司的三桨叶式涡轮螺旋桨发动机,NULL,单发,飞行器,通用飞机,美国,NULL,1066千克,13.1米,485千米每小时,Piper PA-46 “马利布·幻影”双发轻型公务机,{'$oid': '5cc93138831b973d657f1341'},1998年8月21日,NULL,3.5米,2000年年中,1860千克,平直翼,9米
亚音速,http://images.huanqiu.com/sarons/2014/01/690838e65e5eafe4166b1d9ccc39da06.jpg,Piper飞机公司,10人,NULL,2592千米,普-惠公司PT6A涡轮螺旋桨发动机,NULL,单发,飞行器,通用飞机,美国,NULL,2209千克,12.5米,437千米每小时,Piper PA-3 1T“夏安人”双发活塞式公务机,{'$oid': '5cc93139831b973d657f1342'},1969年10月22日,NULL,4米,NULL,4082千克,平直翼,11.2米
亚音速,http://images.huanqiu.com/sarons/2014/01/e9e354e249093943818c5e75691f22a2.jpg,NULL,5人,"
L-200是拉弟斯拉夫·斯默塞克设计的全金属飞机，1957年4月8日首飞。L-200的特点包括优美的造型、双尾翼、收放起落架和翼尖油箱。该机型同时在捷克的国家飞机工厂和南斯拉夫的LIBIs进行生产。总交付量超过1000架。
",1710千米,2 × Walter M337单台210 hp (154 kW),莱特,双发,飞行器,通用飞机,捷克,NULL,1330千克,12.3米,290千米每小时,莱特L-200“摩拉瓦河”双发活塞式轻型旅行飞机/公务机,{'$oid': '5cc93139831b973d657f1343'},1957年4月8日,NULL,2.3米,NULL,1950千克,平直翼,8.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/497707bc65d00adfe6749b5f3bb7d424.jpg,派珀飞机公司,8人,NULL,2592千米,普-惠PT6A或盖瑞特TPE331涡轮螺旋桨发动机,NULL,双发,飞行器,通用飞机,美国,NULL,3101千克,14.5米,455千米每小时,Piper PA-42“夏安人”Ⅲ双发涡桨公务机,{'$oid': '5cc93139831b973d657f1344'},1979年5月18日,NULL,5米,1980年6月30日,5080千克,平直翼,13.2米
亚音速,http://images.huanqiu.com/sarons/2014/01/d2a4fb698870468436f00ea9e2c5dcf3.jpg,美国派珀（Piper）飞机公司,4人,"
PA-28“切诺基”是PA-22系列飞机的替代机型，下单翼、金属结构，于1960年1月14日首飞，后来出现了大量的改型，分别装载更大功率的发动机并作了性能改进。PA-28“切诺基”自1961年开始交付使用以来，共交付了超过30000架。
",867千米,1 × Lycoming O-320-E2A,NULL,单发,飞行器,通用飞机,美国,NULL,544千克,9.2米,230千米每小时,Piper PA-28“切诺基”(单发活塞式轻型旅行飞机,{'$oid': '5cc93139831b973d657f1345'},1960年1月14日,NULL,2.25米,NULL,975千克,平直翼,7.16米
亚音速,http://images.huanqiu.com/sarons/2014/01/48c0e8e97e25d37673524dc05bd41073.jpg,NULL,4人,"
    M.2 0J/S是一种改进的Mooney飞机，1973年末Mooney被共和钢铁公司收购后投产。一种具有更流线的外形、新型挡风玻璃和圆形机窗的新机型于1976年出现之前，生产的3个机型分别为“突击队员”、“丛林”和“行政”。（图为M20J）
",2676千米,1×Continental TSIO-550-G,NULL,单发,飞行器,通用飞机,美国,NULL,1074千克,11.1米,448千米每小时,Mooney M.20J/S快板/加演/喝彩/鹰/大喝彩单发活塞式轻型旅行飞机,{'$oid': '5cc93139831b973d657f1346'},1976年9月,NULL,2.5米,NULL,1528千克,平直翼,8.15米
亚音速,http://images.huanqiu.com/sarons/2014/01/6e551d90228cb36929e8a15e5925f53d.jpg,派珀飞机公司,6人,"
在史丁森设计的四座轻型双发飞机的基础上，PA-23“阿帕奇”这种带收放起落架的全金属单翼飞机于1952年3月2日首次飞上蓝天，1954年3月开始投产。
",2445千米,2×Lycoming IO-540-C4B5,NULL,双发,飞行器,通用飞机,美国,NULL,1442千克,11.34米,346千米每小时,Piper PA-23“阿帕奇”/“阿兹特克”双发活塞式轻型飞机,{'$oid': '5cc93139831b973d657f1347'},1952年3月2日,NULL,3.15米,NULL,2360千克,平直翼,9.52米
NULL,http://images.huanqiu.com/sarons/2014/01/adee7910dc600e14ee7b5bc091d2a4b8.jpg,NULL,4人,"
M.20是基于Al Mooney设计的单座飞机而改进的高性能四座机型，其特征是具有前掠式尾翼。M.20于1953年8月10日首飞，1955年投产。M.20生产了几个改型，20世纪70年代初期被称为“航星”，当时被航星飞机公司收购。M.20于1972年停产。该机型共有6235架飞机交付使用。（图为M20AG）
",1445千米,1 × Continental TSIO-550-G,穆尼飞机公司,单发,飞行器,通用飞机,美国,NULL,1074千克,11.1米,448千米每小时,Mooney M.20A/G“突击队员”/“丛林”/“行政”/“大师”/“政治家”单发活塞式轻型旅行飞机,{'$oid': '5cc9313a831b973d657f1348'},1953年8月10日,NULL,2.5米,NULL,1528千克,平直翼,8.15米
亚音速,http://images.huanqiu.com/sarons/2014/01/39e626feaeee6b60cf3d8c7f42bc61af.jpg,派珀飞机公司,10人,NULL,1165千米,莱卡明TIO-540-A活塞发动机,NULL,双发,飞行器,通用飞机,美国,NULL,1782千克,12.4米,438千米每小时,Piper PA-31“纳瓦霍人”双发活塞式公务机,{'$oid': '5cc9313a831b973d657f1349'},1964年9月30 日,NULL,4米,NULL,2948千克,平直翼,10.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/04649704f878b8032e8a6178625f82d7.jpg,NULL,4人,"
哥伦比亚飞机是Lancair公司（现哥伦比亚飞机公司)在1996年发布的机型，时名Lc-40。哥伦比亚是下单翼飞机，1996年7月首飞，1997年8月在oshkosh首次公开亮相，2000年2月24日交付第一架生产型飞机。一共有366架哥伦比亚飞机交付使用。
",2435千米,1 × Teledyne Continental Motors (TCM) IO-550-N,NULL,单发,飞行器,通用飞机,美国,NULL,1000千克,11米,435千米每小时,Lancair/哥伦比亚飞机公司 哥伦比亚单发活塞式轻型旅行飞机和教练机,{'$oid': '5cc9313a831b973d657f134a'},1996年7月,NULL,2.7米,2000年2月24日,1500千克,NULL,7.7米
亚音速,http://images.huanqiu.com/sarons/2014/01/bc02560e249b02a0e6e5b7b4ec245012.jpg,NULL,4人,"
PA-24“科曼奇”是一种高性能全金属飞机，具有收放起落架、后掠式垂直尾翼以及层流机翼。该机型于1956年5月24日首飞，1957年末开始交付使用。PA-24飞机共计交付了4856架。
",1783千米,1×Lycoming IO-540260 hp (194 kW),NULL,单发,飞行器,通用飞机,美国,NULL,804千克,11米,293千米每小时,PA-24“科曼奇”单发活塞式轻型飞机,{'$oid': '5cc9313a831b973d657f134b'},1956年5月24,NULL,2.3米,1957年,1451千克,后掠翼,7.7米
亚音速,http://images.huanqiu.com/sarons/2014/01/4dab7e2ecaf5157691497af1ee0321eb.jpg,NULL,5人,"
M-4最初是按套材组装飞机设计的，1960年9月8日首飞。M-4机型派生出了众多的能够在崎岖不平的跑道上短距起降的上单翼尾轮式飞机，这些飞机目前仍在产。M-4及其派生机型总共有超过2450架交付使用。
",1537千米,Continental O-300A六缸活塞发动机,NULL,单发,飞行器,通用飞机,美国,NULL,500千克,10.3米,241千米每小时,Maule M-4/M-77M9“火箭”/“彗星“/“猎户座”单发活塞式轻型短距起降飞机,{'$oid': '5cc9313a831b973d657f134c'},1960年9月8日,NULL,1.9米,NULL,953千克,平直翼,7.2米
亚音速,http://images.huanqiu.com/sarons/2014/01/f81b2324294de5cf5abc9cac2371a2d4.jpg,NULL,4人,"
格鲁曼美国AA-5是美航公司(AmericanAViation)两座级AA-1飞机的四座级发展机型，与AA-1有大约60％的共同之处。AA-5飞机于1970年8月21日首飞，1971年12月开始交付使用。该机型交付了超过3225架。
",1018千米,一台Lycoming O-320-E2G ,NULL,单发,飞行器,通用飞机,美国,NULL,545千克,9.6米,265千米每小时,AA-5“旅行者”/“印度豹”/“虎”单发活塞式轻型旅行飞机,{'$oid': '5cc9313b831b973d657f134d'},1970年8月21日,NULL,2.4米,1971年12月,998千克,平直翼,6.7米
亚音速,http://images.huanqiu.com/sarons/2014/01/e78cb37a5e2ee0815f92b2f8dd2c63fa.jpg,比奇飞机公司,4人,NULL,1187千米,大陆或莱卡明活塞发动机,NULL,单发,飞行器,通用飞机,美国,NULL,624千克,10米,228千米每小时,比奇23Musketeer单发活塞式轻型飞机,{'$oid': '5cc9313b831b973d657f134e'},1961年10月23日,NULL,2.5米,NULL,1089千克,平直翼,7.9米
亚音速,http://images.huanqiu.com/sarons/2014/01/1c31c21ef9a342d21d439e69aca0ff7e.jpg,NULL,4人,"
GA-7“美洲狮”是美国格鲁曼公司设计的机型，1974年12月20日首飞。随后几年里作了很多设计改变，包括更换座舱罩和在机身两侧各增加第3个机窗。1978年2月开始交付使用，在此之前，格鲁曼的轻型飞机部门已经被湾流公司收购。GA-7的生产运营时间很短暂，因为湾流公司在第2年就决定退出轻型飞机制造领域。该机型一共有115架交付使用。
",2165千米, 2 × Lycoming O-320-D1D发动机,美国格鲁曼公司，湾流宇航公司,单发,飞行器,通用飞机,美国,NULL,1165千克,11.2米,296千米每小时,GA-7“美洲狮”双发活塞式轻型旅行飞机,{'$oid': '5cc9313b831b973d657f134f'},1974年12月20日,NULL,3.2米,NULL,1721千克,平直翼,9.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/beb94273508f5086c044a335d641e10f.jpg,NULL,4人,"
DA42“双子星”是DA40“钻石之星”的双发版。钻石公司在2001年11月份作出制造DA42飞机的决定，2002年5月7日收到汉莎培训学校40架飞机的订购意向书即正式启动。DA42原型机于2002年12月9日首飞，2005年3月24日交付第一批飞机。DA42飞机共计交付了125架。
",1965千米,双发Thielert Centurion.1.7发动机,NULL,双发,飞行器,通用飞机,奥地利,NULL,1251千克,13.2米,376千米每小时,钻石DA42“双子星”轻型旅行飞机/通用飞机,{'$oid': '5cc9313b831b973d657f1350'},2002年12月9日,NULL,2.6米,2005年3月24日,1700千克,平直翼,8.5米
亚音速,http://images.huanqiu.com/sarons/2014/01/60cf5b11b01adfda803c32e7389d1b3e.jpg,NULL,4人,"
FA-200是第一种进入连续生产的日本本土轻型飞机。该飞机是一个常规的下单翼机型，1964年开始设计，1965年8月12日首飞，一年后开始交付使用。FA-200的总交付量为299架。
",1400千米,1 × Avco Lycoming IO-360,NULL,单发,飞行器,通用飞机,日本,NULL,650千克,9.42米,237千米每小时,富士FA-200“航空斯巴鲁”单发活塞式轻型旅行飞机,{'$oid': '5cc9313b831b973d657f1351'},1965年8月12日,NULL,2.59米,1966年,1150千克,平直翼,8.17米
亚音速,http://images.huanqiu.com/sarons/2014/01/d1cf6ca050ebb68ecd3a02ddc8e66d8d.jpg,NULL,4人,"
Lake公司LA-4是Colonial公司C-2Skimmer IV飞机的发展机型，具有更大的翼展、加固的结构和更高的机身。LA-4于1959年11月首飞，1960年8月投产。LA-4飞机有几个改进型变体，同时面向民用和军用市场。共有超过1100架LA-4飞机交付使用。
",825千米,1 × Avco Lycoming IO-360-B1A,Lake公司,单发,飞行器,通用飞机,美国,NULL,705千克,11.58米,241千米每小时,Lake LA-4“海盗”/“背叛者”/“海狼”/“海怒” 单发活塞式轻型水陆两用飞机,{'$oid': '5cc9313c831b973d657f1352'},1959年11月,NULL,2.84米,NULL,NULL,平直翼,8.59米
亚音速,http://images.huanqiu.com/sarons/2014/01/71fbc7fb48d84bcc12c5ae81aad253a9.jpg,NULL,5人,"
伊尔-103飞机于1990年在莫斯科展出了模型，1994年5月17日完成首飞，但直到1997年12月4日才获得俄罗斯颁发的型号合格证，一年后获得美国联邦航空条例第23部合格证。在本地的交付使用应该始于1998年。交付量超过50架。
",800千米,1 × Continental IO-360ES,伊留申设计局,单发,飞行器,通用飞机,苏/俄,NULL,900千克,7.75米,220千米每小时,伊尔-103单发活塞式四座轻型飞机,{'$oid': '5cc9313c831b973d657f1353'},1994年5月17日,NULL,3.135米,NULL,1310千克,平直翼,8米
亚音速,http://images.huanqiu.com/sarons/2014/01/e64380a1c72923eba756434cff49df77.jpg,NULL,6人,"
EA-400是1993年2月发布的机型，由Extra飞机公司与荷兰代尔夫特大学联合设计，采用上单翼，复合材料，具有高性能。EA-400于1996年4月4日首飞，1998年8月21日开始交付使用。EA-500涡轮螺旋桨飞机于2002年4月26日首飞。EA-400和EA-500共计交付了28架。
",2963千米,1 × Rolls-Royce Model 250-B17F/2 ,Extra飞机公司,单发,飞行器,通用飞机,德国,NULL,1420千克,11.7米,435千米每小时,Extra EA-400/EA-S00单发活塞式轻型旅行飞机/公务机,{'$oid': '5cc9313c831b973d657f1354'},2002年4月26日,NULL,3.4米,NULL,2310千克,平直翼,10.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/e4f62b5409bb8f239fcb752f4f4998b1.jpg,NULL,6人,NULL,1648千米,莱卡明IO一540活塞发动机,Piper飞机公司,NULL,飞行器,通用飞机,美国,NULL,2112千克,11.2米,492千米每小时,Piper（泰德·史密斯）600 Aerostar双发活塞式轻型公务机,{'$oid': '5cc9313c831b973d657f1355'},1967年12月20日,NULL,3.7米,NULL,2864千克,前掠翼,10.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/85ab8b0b5346e00f2f1bfed29e1fd380.jpg,北美航空工业公司,12人,NULL,4020千米,2 × Pratt & Whitney J60-P-3,NULL,双发,飞行器,通用飞机,美国,NULL,4199千克,13.56米,885千米每小时,罗克韦尔“佩刀客机”双发行政专机,{'$oid': '5cc9313c831b973d657f1356'},1958年9月16日,NULL,4.88米,NULL,8056千克,后掠翼,13.41米
亚音速,http://images.huanqiu.com/sarons/2014/01/18919c923c7771486a8f5412147b6397.jpg,Swearingen公司,8人,NULL,4630千米,威廉姆斯FJ44涡轮风扇发动机,NULL,双发,飞行器,通用飞机,美国,NULL,3493千克,12.9米,849千米每小时,Sino Swearingen SJ30 双发涡扇轻型公务机,{'$oid': '5cc9313d831b973d657f1357'},1991年2月13日,NULL,4.3米,2007年2月,6123千克,平直翼,14.3米
亚音速,http://images.huanqiu.com/sarons/2014/01/dc1dec3f4c1dcd1d6d6afe3f4c813b27.jpg,Aero Boero公司,4人,NULL,959千米,1 ×大陆（Continental ）C90-8F,NULL,单发,飞行器,通用飞机,阿根廷,NULL,422千克,10.42米,205千米每小时,AB95单发活塞式轻型飞机,{'$oid': '5cc9313d831b973d657f1358'},1959年3月12日,NULL,2.19米,1961年,700千克,平直翼,6.9米
亚音速,http://images.huanqiu.com/sarons/2014/01/7627aa5202f576639a783dcde4da4d66.jpg,比奇飞机公司,5人,NULL,1553千米,大陆公司活塞发动机,NULL,单发,飞行器,通用飞机,美国,NULL,NULL,10.12米,338千米每小时,比奇V35“富源”单发活塞式轻型飞机,{'$oid': '5cc9313d831b973d657f1359'},1945年12月22日,NULL,2.3米,NULL,NULL,平直翼,8.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/0abbec6e902a62146aeef62acd7915bb.jpg,比奇飞机公司,6人,NULL,1893千米,大陆活塞发动机,NULL,单发,飞行器,通用飞机,美国,NULL,NULL,11.5米,394千米每小时,比奇T36“涡轮富源单发活塞式轻型飞机,{'$oid': '5cc9313d831b973d657f135a'},1968年1月4日,NULL,2.6米,NULL,NULL,平直翼,8.4米
亚音速,http://images.huanqiu.com/sarons/2014/01/58b1f9d483666d6d1f62f21db8b747e1.jpg,比奇飞机公司,15人,NULL,1887千米,莱卡明活塞发动机,NULL,双发,飞行器,通用飞机,美国,NULL,NULL,12米,433千米每小时,比奇60“公爵”双发活塞式轻型旅行飞机,{'$oid': '5cc9313d831b973d657f135b'},1965年12月29日,NULL,3.8米,1968年7月,NULL,平直翼,10.3米
亚音速,http://images.huanqiu.com/sarons/2014/01/7a2fcffb508af29794d8c7d0c7d04593.jpg,比奇飞机公司,5人,NULL,1553千米,大陆公司活塞发动机,NULL,NULL,飞行器,通用飞机,美国,NULL,785千克,10.2米,338千米每小时,比奇33Debonair“富源”单发活塞式轻型飞机,{'$oid': '5cc9313e831b973d657f135c'},1959年9月14日,NULL,2.5米,NULL,1360千克,平直翼,8.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/f1586c0e242a43b58a6a383ae42fb3d6.jpg,NULL,6人,"
塞斯纳310是第二次世界大战结束后的第一个双发塞斯纳机型，该机型采用翼尖油箱，并用发动机尾气来增加推力。310型于1953年1月3日首飞，1954年投产，之后的320“高空骑士”比310型体积更大，装载涡轮增压发动机。塞斯纳310/320共计交付了5438架，其中包括320型575架。
",1250千米,2×大陆o-470-b水平对置活塞发动机,NULL,双发,飞行器,通用飞机,美国,NULL,1293千克,11.3米,357千米每小时,塞斯纳310/320“高空骑士”双发活塞式轻型飞机,{'$oid': '5cc9313e831b973d657f135d'},1953年1月3日,NULL,3米,NULL,2087千克,平直翼,9米
亚音速,http://images.huanqiu.com/sarons/2014/01/f47e3e5a6f8af9bd701703f0cc33863d.jpg,NULL,4人,"
西锐（cirrus Design)公司SR20/SR22是一种下单翼复合材料飞机，1990年开始研制，其模型于1994年在威斯康辛州的oshkosh亮相，1995年3月31日首飞，但直到1999年3月22日才开始交付使用。SR20交付了601架，SR22交付了1705架。
",1481千米,1×大陆io360-es发动机,NULL,双发,飞行器,通用飞机,美国,NULL,965千克,10.8米,296千米每小时,西锐SR20/SR22单发活塞式轻型个人飞机/公务机,{'$oid': '5cc9313e831b973d657f135e'},1995年3月31日,NULL,2.8米,1999年3月22日,1365千克,平直翼,7.9米
亚音速,http://images.huanqiu.com/sarons/2014/01/1a4a65953f6158e8d674b971bfd29c2c.jpg,NULL,6人,"
塞斯纳336“高空霸主”是塞斯纳飞机家族的一个重要叛逆者，采用推挽式发动机配置，以消除一台发动机停车情况下的不对称操纵特性，该机型还采用了双尾桁尾翼布局。336“高空霸主”于1961年2月18日首飞，1963年中期开始服役，但很快就被改进了的337“超级高空霸主”所取代。交付使用量如下：336型交付195架，337型交付2798架。
",2422千米,推挽式发动机,塞斯纳飞行器公司,单发,飞行器,通用飞机,美国,NULL,1264千克,11.6米,380千米每小时,塞斯纳336“高空霸主”/337“超级高空霸主”双发活塞式轻型企业飞机/通用飞机,{'$oid': '5cc9313e831b973d657f135f'},1961年2月18日,NULL,2.8米,1963年,2100千克,平直翼,9.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/d991a41e16cc0184521534b040915913.jpg,NULL,4人,"
钻石公司DA40“钻石之星”为DA20-c1的四座发展机型，1997年4月23日在德国菲德烈斯哈芬的Aero 97航空展览会上发布，初名Katana。DA40的概念验证原型机于1997年11月5日首飞，2000年10月25日获得联合航空条例（JAR)型号合格证，首批飞机在2001年7月的EAA Air-Venmre展览会期间交付给美国客户。2001年11月22日，涡轮增压柴油发动机原型机首飞。DA40“钻石之星”共有554架交付使用。
",1390千米,1×莱康明IO-360-M1A4缸活塞发动机，180马力（134千瓦）,奥地利钻石飞机制造有限公司,单发,飞行器,通用飞机,加拿大,NULL,795千克,11.9米,285千米每小时,钻石DA40“钻石之星” 涡轮增压柴油发动机四座轻型旅行飞机/通用飞机,{'$oid': '5cc9313e831b973d657f1360'},1997年11月5日,NULL,2米,NULL,1198千克,平直翼,8米
亚音速,http://images.huanqiu.com/sarons/2014/01/0fdf2291e528bd5ed58efc7557383d5d.jpg,贝兰卡飞机工程公司,4人,NULL,1722千米,单台大陆或莱卡明发动机,NULL,单发,飞行器,通用飞机,美国,NULL,NULL,10.4米,335千米每小时,贝兰卡17“北欧海盗”单发活塞式轻型旅行飞机,{'$oid': '5cc9313e831b973d657f1361'},NULL,NULL,2.2米,1967年,NULL,平直翼,8米
亚音速,http://images.huanqiu.com/sarons/2014/01/0510eeb246958c53648cd370320b24ea.jpg,比奇飞机公司,4人,NULL,1317千米,NULL,NULL,单发,飞行器,通用飞机,美国,NULL,NULL,11.6米,308千米每小时,比奇76“公爵夫人”双发活塞式轻型飞机,{'$oid': '5cc9313f831b973d657f1362'},1977年5月24日,NULL,2.9米,1978年5月,NULL,平直翼,8.9米
亚音速,http://images.huanqiu.com/sarons/2014/01/c86178b672f2bc76e5e8e4a045ea23a8.jpg,比奇飞机公司,6人,NULL,1593千米,莱卡明或大陆活塞发动机,NULL,单发,飞行器,通用飞机,美国,NULL,NULL,11.5米,376千米每小时,比奇55“男爵”双发活塞式轻型飞机,{'$oid': '5cc9313f831b973d657f1363'},1960年2月29日,NULL,3米,NULL,NULL,平直翼,9.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/9fb98ed5543f977275aa25ab4f095610.jpg,NULL,6人,"
塞斯纳340采用加压机舱、收放式起落架、翼尖油箱、涡轮增压发动机和左后舱门。该机型于1969年开始研制，1971年12月8日开始服役。交付使用量如下：335型交付64架，340型交付1287架。（图为塞斯纳340）
",2049千米,2×大陆tsio-520-nb 6缸活塞式发动机,NULL,双发,飞行器,通用飞机,美国,NULL,1780千克,11.62米,425千米每小时,塞斯纳335/340双发活塞式企业飞机,{'$oid': '5cc9313f831b973d657f1364'},1970年,NULL,3.84米,1971年12月8日,2719千克,平直翼,10.46米
亚音速,http://images.huanqiu.com/sarons/2014/01/cc7489fb7bdd0ae1d067d01753296020.jpg,塞斯纳飞机公司,6人,NULL,1259千米,大陆或莱卡明活塞发动机,NULL,单发,飞行器,通用飞机,美国,NULL,1022千克,10.9米,272千米每小时,塞斯纳205“超级高空马车”单发活塞式轻型通用飞机,{'$oid': '5cc9313f831b973d657f1365'},NULL,NULL,2.8米,1962年8月,1633千克,平直翼,8.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/7bdf0b59ff059da860ebaf80a7de2496.jpg,NULL,6人,"
210“百夫长”为第一个使用收放前三点式起落架的塞斯纳机型，但另一方面又沿用了一贯的斜撑杆式上单翼和后掠式垂直尾翼方案。塞斯纳210于1957年1月首飞，1959年末开始服役。该机型共有9240架飞机交付使用。
",1667千米,1×大陆tsio-520-r风冷涡轮增压发动机,赛斯纳飞行器公司,单发,飞行器,通用飞机,美国,NULL,1045千克,11.2米,357千米每小时,塞斯纳210“百夫长”单发活塞式轻型通用飞机,{'$oid': '5cc9313f831b973d657f1366'},1957年1月,NULL,2.9米,1959年末,1814千克,平直翼,8.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/3bbc5e2b363b08042d5cb72329a09333.jpg,NULL,29人,"
US-1A于1974年10月16日首飞，已向日本海上自卫队交付了17架，第一架交付于1975年。计划再交付4架。US-1A正在进行升级，包括安装新型任务系统和换装新型罗尔斯·罗伊斯涡轮螺旋桨发动机。US-2于2003年12月18日首飞，当时的名称是US-1Akai。图为US-1A。
",3817千米,4×罗尔斯·罗伊斯AE 2100J 涡轮螺旋桨发动机,新明和公司,四发,飞行器,通用飞机,日本,NULL,25600千克,33.1米,511千米每小时,US-1A/US-2(日本) 搜索救援水陆两用飞机,{'$oid': '5cc93140831b973d657f1367'},1974年10月16日,NULL,9.9米,1975年,47700千克,平直翼,33.5米
