名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
三菱T-2高级喷气教练机,飞行器,1700千米每小时,7.9米,石川岛播磨重工业 TF40-IHI-801A ×2,1971年7月20日,双发,2006年3月2日,NULL,2870千米,{'$oid': '5cc930ec831b973d657f118d'},日本,http://images.huanqiu.com/sarons/2014/01/efc1c09044fc10fd4e0a0710c1df13ba.jpg,4.4米,6200千克,1975年,日本,亚音速,教练机,"
T-2是日本的第一架超音速教练机，1971年7月20日首飞，自1975年开始在日本航空自卫队服役。该机型一共交付了96架，最后一架交付于1988年。T-2教练机与“美洲虎”E型战斗机具有相似的外形。
",NULL,后掠翼,2人,17.8米,11500千克
IAR-99“鹰”高级喷气教练机/轻型攻击机,飞行器,865千米每小时,9.8米,一俱由罗马尼亚生产的英国劳斯莱斯腹蛇MK632喷射发动机(推力=17.8千牛顿),1985年12月21日,单发,NULL,NULL,1100千米,{'$oid': '5cc930ec831b973d657f118e'},罗马尼亚克拉约瓦飞机公司,http://images.huanqiu.com/sarons/2014/01/942393df5b34b36f7d1c27c31a2041ea.jpg,3.9米,3200千克,NULL,罗马尼亚,亚音速,教练机,,NULL,平直翼,2人,11米,5560千克
马基（SIAI-马歇蒂）SF.260特技飞行与武器教练机,飞行器,441千米每小时,8.22米,达信·莱卡明O-540-E4A5活塞发动机,1964年7月15日,单发,NULL,NULL,2050千米,{'$oid': '5cc930ec831b973d657f118f'},NULL,http://images.huanqiu.com/sarons/2014/01/6113171717959f0eca86ae553661139c.jpg,2.6米,675千克,NULL,意大利,亚音速,教练机,,意大利马基公司,平直翼,2人,7米,1300千克
雅克-11中级教练机,飞行器,430千米每小时,9.4米,1台Ash-21气冷单排星形7缸活塞发动机，配 VISh-111V-20金属2叶变距螺旋桨,1945年4月29日,双发,NULL,NULL,1300千米,{'$oid': '5cc930ec831b973d657f1190'},雅科航空器集团,,3.19米,1743千克,NULL,苏/俄,亚音速,教练机,"
雅克－11（Yak-11）是我国从苏联进口的首批飞机中的活塞式中级教练机，曾用代号“2号机”。单台发动机，双舱下单翼，后三点式起落架。雅克夫列夫设计局在第二次世界大战前主要研制教练机，大战爆发后转为研制歼击机。1945年首飞的雅克－3UTI（雅克－UTI），将发动机换成Ush-21以降低功率，其批量生产型被命名为雅克－11。前苏联共生产该型飞机共计3859架，此外捷克也制造了707架。1949年至1956年我国共进口雅克—11飞机331架，1974年最后17架雅克-11退役。
",雅科夫列夫设计局,三角面,NULL,8.5米,2440千克
“虎蛾”式教练机,飞行器,109千米每小时,8.94米,一台 145 马力 deHavilland gipsy Major I 4缸发动机,1931年10月26日,单发,NULL,NULL,302千米,{'$oid': '5cc930ec831b973d657f1191'},NULL,http://images.huanqiu.com/sarons/2014/01/0b4e11197b047620f0f4028b8ef70a45.jpg,2.68米,506千克,NULL,英国,亚音速,教练机,"
德哈维兰虎蛾机（又称德哈维兰DH 82虎蛾机，de Havilland DH 82 Tiger Moth）是一架设计于1930年代的双翼机，设计师为杰弗里·德哈维兰，被法国皇家空军和其他机构作为主要的教练机。许多其他国家将虎蛾机用于军用和民用，至今在许多国家作为休闲飞机广泛使用。

对于大多数20世纪30-40年代的英国和英联邦飞行员来说，他们驾驶的第一架翱翔蓝天的飞机就是“虎蛾”。
",德哈维兰公司,双翼,2人,7.34米,828千克
雅克-53特技教练机,飞行器,300千米每小时,NULL,1× Vedeneyev M-14 P，268.45千瓦（360马力） ,1982年,单发,NULL,NULL,NULL,{'$oid': '5cc930ed831b973d657f1192'},雅科航空器集团,,NULL,900千克,NULL,苏/俄,亚音速,教练机,"
雅克53是前苏联雅科夫列夫设计局设计和制造的单座特技飞行教练机。
",雅科夫列夫设计局,平直翼,1人,7.68米,1060千克
鹰(HAWK)式教练机  ,飞行器,1037千米每小时,9.39米,罗尔斯·罗伊斯公司的“阿杜尔”无加力涡扇发动机,1974年8月21日,单发,NULL,NULL,2430千米,{'$oid': '5cc930ed831b973d657f1193'},NULL,http://images.huanqiu.com/sarons/2014/01/37e25afd583d1766fa4a1234265323e8.jpg,3.99米,3750千克,1976年,英国,亚音速,教练机,,英国航宇公司(霍克·西德利公司),后掠翼,2人,11.86米,8500千克
CM-170轻型教练/攻击机,飞行器,715千米每小时,12.15米,2× 透博梅卡公司Marboré IIA 涡轮喷气发动机 ，3.92千牛（880磅）,1952年7月23日,单发,NULL,NULL,925千米,{'$oid': '5cc930ed831b973d657f1194'},Flugzeug Union Sud,http://images.huanqiu.com/sarons/2014/01/631761e5a2e800d00215bc4a18d14a9c.jpg,2.8米,2150千克,NULL,法国,亚音速,教练机,"
CM-170轻型教练/攻击机由法国Etablissments Fouga et Cie公司研制，该公司1936年成立，1958年被Potez公司收购，Potez后又并入法国宇航公司(Aerospatiale)。该机编号中的CM为该机的两位设计师R.Costello和P.Maubassin姓氏打头字母的缩写。该机还在澳大利亚、比利时、巴西、柬埔寨、刚果、黎巴嫩等许多国家的空军中服役，以色列空军还把该机改装成了对地攻击型用与1967年的中东战争。目前，法国从80年代开始淘汰这种飞机，欧洲各国的CM-170也已基本被更为先进的“阿尔法喷气”和英国的“鹰”教练机所取代。
",法国宇航公司,后掠翼,2人,10.06米,3260千克
雅克-32教练机,飞行器,755千米每小时,9.39米,1× Tumansky RU19-300涡扇发动机,1961年,双发,NULL,NULL,965千米,{'$oid': '5cc930ed831b973d657f1195'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/8ef209d3c9981970f917f69a7d03f2d3.jpg,3.4米,1435千克,NULL,苏/俄,亚音速,教练机,"
Yak-32是雅克福列夫设计局在Yak-30的基础上研制的单座训练用机。
",雅科夫列夫设计局,后掠翼,1人,10.14米,1930千克
UT-2教练机,飞行器,210千米每小时,10.2米,1x Shvetsov M-11D 气凉辐形引擎93千瓦(125马力),1935年,双发,NULL,NULL,1130千米,{'$oid': '5cc930ed831b973d657f1196'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/80b7ffce13fffa90e43f37995c9d2aad.jpg,2.99米,628千克,NULL,苏/俄,亚音速,教练机,"
UT-2 成为了苏联空军的大量生产的标准教练员, 由平民航空并且使用。
",雅科夫列夫设计局,平直翼,2人,7.15米,940千克
雅克-30 截击机,飞行器,660千米每小时,9.38米,1× Tumansky RU19-300涡扇发动机,NULL,双发,NULL,NULL,965千米,{'$oid': '5cc930ee831b973d657f1197'},雅科航空器集团,,3.4米,1555千克,NULL,苏/俄,亚音速,教练机,"
雅克-30是从20世纪40年代末苏联拦截实验。来自的Yak-25，从它主要在机翼后掠35°季度和弦不同的Yak-30保留了机身，尾翼和起落架较早的战斗机基本不变。
",雅科夫列夫设计局,后掠翼,2人,10.14米,2550千克
UT-1教练机,飞行器,249千米每小时,11.8米,1x Shvetsov M-11G气凉辐形引擎 86千瓦(115马力) ,1936年,单发,NULL,NULL,670千米,{'$oid': '5cc930ee831b973d657f1198'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/1124441cbdca974a78acf85eea5e1e6a.jpg,2.34米,429千克,NULL,苏/俄,亚音速,教练机,"
前苏联雅科夫列夫大师于1937年设计的UT-1（俄文Yt-1）型单翼单座教练机（Yakovlev UT-1），该机也曾被赋予AIR-14的生产序列号。
",雅科夫列夫设计局,平直翼,1人,5.75米,597.5千克
雅克-52初级教练机,飞行器,300千米每小时,9.3米,一台268千瓦的维杰聂夫(Vedenyev)M-14P九缸气冷式星型活塞 发动机，两个61升机内油箱,1978年,单发,NULL,NULL,550千米,{'$oid': '5cc930ee831b973d657f1199'},罗马尼亚航星公司,,2.7米,1016千克,NULL,苏/俄,亚音速,教练机,"
雅克-52是俄罗斯雅科夫列夫(Yakovlev)实验设计局开放型联合股份公司设计的初级教练机，是雅克-50单座运动机的串列双座型，用来取代初级教练机雅克-18。与雅克-50相比，翼展和机长都没有变，只是起落架改装成半收放前三点式。半收放起落架在应急着陆，可以起到保护飞机保护的作用。
",雅科夫列夫实验设计局,平直翼,NULL,7.75米,1290千克
S-312巨嘴鸟(Tucano)教练机,飞行器,507千米每小时,11.28米,1台加勒特TPE331-12B发动机,1986年2月14日,单发,NULL,NULL,1665千米,{'$oid': '5cc930ee831b973d657f119a'},NULL,http://images.huanqiu.com/sarons/2014/01/af366e9468539fbaee97f5a8757a1a7e.jpg,3.4米,2017千克,NULL,英国,亚音速,教练机,,肖特兄弟公司,平直翼,2人,9.85米,3275千克
雅克-50特技级飞机,飞行器,320千米每小时,15.2米,1× Vedeneyev M-14P ，M-的14pF或M-14R 9缸气冷星型发动机,1975年,单发,NULL,NULL,1015千米,{'$oid': '5cc930ef831b973d657f119b'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/e054a91e32949d62010cc0e71920dc6e.jpg,3.2米,750千克,NULL,苏/俄,亚音速,教练机,"
雅克-50由雅克-18初级教练机家族发展而来，专为前苏联特技飞行表演队参加1976年在基辅举行的特技飞行比赛设计。
",雅科夫列夫设计局,平直翼,1人,12.6米,910千克
雅克-200教练机,飞行器,400千米每小时,17.45米,2× Shvetsov灰21 7缸，风冷，单排， 星形发动机 ，522千瓦（700马力）,1953年4月10日,NULL,NULL,NULL,1280千米,{'$oid': '5cc930ef831b973d657f119c'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/716d3a326cfe239c15abb839de3ecadf.jpg,NULL,3910千克,NULL,苏/俄,亚音速,教练机,"
雅克-200原型是多引擎教练机，20世纪50年代建造。修改后的版本是建成雅克-210训练导航仪，但被建立之前每个只有一个实例，该计划1956年被取消了。
",雅科夫列夫设计局,平直翼,2人,12.95米,4715千克
雅克-18教练机,飞行器,300千米每小时,10.6米,1具伊夫琴科AI-14型星型活塞发动机，300马力,1946年,双发,NULL,NULL,700千米,{'$oid': '5cc930ef831b973d657f119d'},雅科夫列夫设计局,http://images.huanqiu.com/sarons/2014/01/e08c8a2bcb49fc63cdb87ed2403440bc.jpg,3.35米,1025千克,1946年,苏/俄,亚音速,教练机,"
雅克-18（俄语：Як-18，英语：Yak-18，或翻译作Jak-18，北约代号：Max）是苏联雅科夫列夫设计局在第二次世界大战后设计生产的一种双座初级教练机。雅克-18也被中国南昌飞机制造厂在1950年代仿制，定型为初教-5（CJ-5）。
",NULL,平直翼,2人,8.35米,1320千克
雅克-210教练机,飞行器,400千米每小时,17.45米,NULL,1953年,双发,NULL,NULL,1280千米,{'$oid': '5cc930ef831b973d657f119e'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/e93a89a729db2c9439e3ef03ae769fba.jpg,NULL,3910千克,NULL,苏/俄,亚音速,教练机,"
雅克-210原型是多引擎教练机，20世纪50年代建造。
",雅科夫列夫设计局,平直翼,NULL,12.95米,5122千克
雅克-54教练机,飞行器,450千米每小时,8.15米,1× AOOT M-14P径向活塞式发动机，270千瓦（360马力）,1993年12月24日 ,单发,NULL,NULL,700千米,{'$oid': '5cc930f0831b973d657f119f'},NULL,http://images.huanqiu.com/sarons/2014/01/cd5850bee41f4a4d155cfd18f4898762.jpg,NULL,NULL,NULL,苏/俄,亚音速,教练机,"
雅克-54是20世纪90年代的俄罗斯雅科夫列夫飞机公司设计的单座特技飞行和体育竞赛飞机。
",雅科夫列夫设计局,平直翼,1人,6.91米,990千克
CM.170教师双座双发喷气教练机,飞行器,745千米每小时,12.15米,装透博梅卡公司“玛波尔”6C涡轮喷气发动机，推力为2×480公斤,1952年7月23日,双发,在役,NULL,1250千米,{'$oid': '5cc930f0831b973d657f11a0'},法国原富加公司(现已并入法国国营航宇工业公司),http://images.huanqiu.com/sarons/2014/01/e831e9ab38b0e918f9879e2c2a0632dd.jpg,2.8米,2310千克,NULL,法国,亚音速,教练机,"1951年6月签订了合同，共制造3架原型机，第一架原型机于1952年7月23日首次试飞，预生产型于1954年7月试飞，生产型于1956年2月29日试飞。除基本型外，还有CM.175(海军教练型)和CM.170-2“超教师”(与基本型相似，但装有推力更大的发动机)。至1968年，各型共生产1,028架，除法国外，芬兰、前西德、以色列还进行专利生产。CM.170被定为北大西洋集团标准中级教练机，使用国有法国、前西德、比利时、芬兰、挪威、澳大利亚、柬埔寨及以色列。",法国原富加公司(现已并入法国国营航宇工业公司),平直翼,2人,10.06米,3260千克
雅克-55教练机,飞行器,305千米每小时,8.1米,1× Vedeneyev M14P 9缸星型发动机 ，268.5千瓦（360.1马力）,1981年5月28日,单发,NULL,NULL,705千米,{'$oid': '5cc930f0831b973d657f11a1'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/a53ca4535792b5743b6b69927c171a67.jpg,2.8米,855千克,NULL,苏/俄,亚音速,教练机,"
雅克-55是一种单座特技飞机。飞行员驾驶雅克-55曾多次获得世界特技飞行锦标赛总冠军。
",雅科夫列夫设计局,平直翼,1人,7.29米,975千克
