_id,运载火箭,图片,发射地点,类型,经度,名称,简介,首次轨道发射,轨道,纬度,长度,制造商,大类,关注度,产国,发射日期,中心直径
{'$oid': '5cc933ea831b973d657f23c0'},长征四号乙,http://images.huanqiu.com/sarons/2013/11/505d2754aa4bb99efcccd01bd252ae90.jpg,太原卫星发射中心,应用卫星,112.6°E,遥感卫星14号,,NULL,NULL,37.5°N,NULL,中国空间技术研究院,太空装备,NULL,中国,2012年 5月10日15时6分,NULL
{'$oid': '5cc933eb831b973d657f23c1'},大力神Ⅱ,http://images.huanqiu.com/sarons/2013/11/95f08410a3ff46b4501ad1eff09e000f.jpg,加利福尼亚州，范登堡,应用卫星,NULL,美国国家海洋大气管理局极轨道环境卫星,极轨气象卫星POES系列是NASA、美国国家海洋大气管理局、法国、加拿大、英国、以及欧洲气象卫星组织联合开发的项目。卫星在到达轨道前以字母命名，到达后以数字命名。例如，到达近地轨道后，NOAA-M被重新设计命名为NOAA-17。POES系列卫星的特点是，一颗卫星在当地时间上午7：30穿过赤道，另一颗卫星在下午1：40穿过赤道。这样就可以保证任何地区的数据在6个小时内被传送。NOAA-17发射后，卫星早晨穿过赤道的时间改为上午10：00。它是早晨轨道上最后一颗NOAA卫星，后来被欧洲的MetOp系列卫星取代。NOAA-18(N)，2005年5月20日发射，是夜晚轨道上主要的卫星。,NULL,807公里×822公里(50l英里×510英里)，轨道倾角98.8°(太阳同步轨道),NULL,NULL,美国航空航天局戈达德航天飞行中心,太空装备,NULL,美国,2002年6月24日,NULL
{'$oid': '5cc933eb831b973d657f23c2'},“长征三号乙”运载火箭,,西昌卫星发射中心,应用卫星,东经126.4度,“鑫诺六号”通信广播卫星,"
“鑫诺六号”通信广播卫星是由中国航天科技集团公司所属中国空间技术研究院为主研制的卫星，用户为中国卫星通信集团公司。该颗卫星设计寿命15年。
",2010年9月5日0时14分,NULL,NULL,9.94米,中国空间技术研究院,太空装备,NULL,中国,NULL,NULL
{'$oid': '5cc933eb831b973d657f23c3'},飞马座XL,,加利福尼亚州，范登堡,应用卫星,NULL,OrbView遥感地球图像卫星,"
OrbView遥感地球图像卫星系列是由美国的Orbimage公司(现在的GeoEye公司)研制的。体积小、圆盘形的OrbView-1(MicroLab-1)1995年发射，一直运行到2000年4月。OrbView-2在1997年发射，由NASA的SeaWiFS仪器传送海色遥感数据。OrbView-4在2001年9月21日金牛座运载火箭发射失败后就失踪了。
",NULL,470公里(292英里)，轨道倾角97.3°(太阳同步轨道),NULL,NULL,轨道科学公司,太空装备,NULL,美国,2003年6月26日,NULL
{'$oid': '5cc933eb831b973d657f23c4'},NULL,,酒泉卫星发射中心,应用卫星,NULL,遥感卫星17号,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2013年9月2日,NULL
{'$oid': '5cc933ec831b973d657f23c5'},Zenit-3SL,,太平洋,应用卫星,NULL,Thuraya通信卫星,"
1997年，在阿拉伯联合酋长国和国家电信运营商联合国际投资公司共同建立Thuraya卫星系统公司。Thuraya的成立目的是向欧洲、中东、北中非和中南亚地区提供费用低廉的星载移动电话服务。大功率Thuraya卫星是波音公司GEM系列的第一批航天器。
",NULL,44°E(GEO),NULL,NULL,波音公司,太空装备,NULL,美国,2003年7月10日,NULL
{'$oid': '5cc933ec831b973d657f23c6'},Zenit 3SL,,太平洋，奥德赛平台,应用卫星,NULL,XM Radio通信卫星,"
XM卫星广播系统拥有并运行着4颗卫星，为美国各海岸间和加拿大部分地区提供数字广播节目的传输服务，可以直接在车上、家里和便携式收音机收听。最早的两颗XM卫星(XM-Rock和XM-Roll)于2001年发射。XM一3(XM-Rhythm)于2005年发射，随后XM-4(也称XM-B1ues)于2006年发射。
",NULL,115°W（GEO）,NULL,NULL,波音卫星系统公司,太空装备,NULL,美国,2006年10月30日,NULL
{'$oid': '5cc933ec831b973d657f23c7'},德尔塔Ⅱ 7925,,佛罗里达州，卡纳维拉尔角,应用卫星,NULL,Thor挪威通信卫星,"
挪威Telenor卫星广播公司是北欧地区最大的电视服务提供商。Telenor公司目前拥有两颗Thor卫星并与Intelsat公司共同拥有Intelsat10-02航天器。两颗Thor卫星都位于Telenor公司1°W轨道上。
",NULL,0.8°W(GFO),NULL,NULL,休斯空间通信公司(现在的波音公司),太空装备,NULL,挪威,1998年6月9日,NULL
{'$oid': '5cc933ec831b973d657f23c8'},NULL,,西昌卫星发射中心,应用卫星,东经92.2度,鑫诺2号,,NULL,NULL,NULL,NULL,中国航天科技集团公司,太空装备,NULL,中国,2006年10月29日,NULL
{'$oid': '5cc933ed831b973d657f23c9'},NULL,,太原卫星发射中心,应用卫星,NULL,遥感卫星18号,"
我国在太原卫星发射中心用长征二号丙运载火箭，成功将遥感卫星十八号发射升空，卫星顺利进入预定轨道。

遥感卫星十八号主要用于科学试验、国土资源普查、农作物估产及防灾减灾等领域。这是长征系列运载火箭的第183次发射。
",NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2013年10月29日,NULL
{'$oid': '5cc933ed831b973d657f23ca'},NULL,,NULL,应用卫星,92.2度,鑫诺四号卫星,鑫诺四号卫星基于我国自主研制开发的东方红四号卫星平台和从国外引进的有效载荷系统，载有18个36兆赫兹和4个54兆赫兹Ku广播频段转发器，2008年底具备发射条件。卫星将与中星9号直播卫星一起在东经92.2度轨道位置共轨工作，致力于满足中国大陆、港、澳、台地区广播电视、数字电影、直播电视和数字宽带多媒体系统及各种信息广播和娱乐广播的需求。,NULL,92.2°E,NULL,NULL,中国空间技术研究院,太空装备,NULL,中国,NULL,NULL
{'$oid': '5cc933ed831b973d657f23cb'},长征四号乙运载火箭,,中国太原卫星发射中心,应用卫星,NULL,遥感卫星5号 ,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2008年12月15日11时22分,NULL
{'$oid': '5cc933ed831b973d657f23cc'},“长征二号丙”运载火箭,,太原卫星发射中心,应用卫星,NULL,遥感卫星6号,"
“遥感卫星六号”是由中国航天科技集团公司所属上海航天技术研究院研制生产。该卫星主要用于国土资源勘查、环境监测与保护、城市规划、农作物估产、防灾减灾和空间科学试验等领域，将对中国国民经济发展发挥积极作用。
",NULL,NULL,NULL,NULL,上海航天技术研究院,太空装备,NULL,中国,2009年4月22日10时55分,NULL
{'$oid': '5cc933ed831b973d657f23cd'},长征三号乙运载火箭,,西昌卫星发射中心,应用卫星,NULL,鑫诺五号(中星10号)卫星,鑫诺五号(中星10号)卫星是鑫诺一号卫星的接替卫星，是广播电视专用卫星，兼顾S频段有效载荷搭载实验，以保护我国已经申报的轨道位置和频率资源。,北京时间2011年6月21日00时13分04秒,NULL,NULL,9.94米,中国空间技术研究院,太空装备,NULL,中国,NULL,NULL
{'$oid': '5cc933ee831b973d657f23ce'},长征四号丙,http://images.huanqiu.com/sarons/2013/11/a87ceef627e0e27cb4695c9f7ec5815a.jpg,酒泉卫星发射中心,应用卫星,NULL,遥感卫星16号,,NULL,NULL,NULL,NULL,中国航天科技集团公司,太空装备,NULL,中国,2012年11月25日12时06分,NULL
{'$oid': '5cc933ee831b973d657f23cf'},长征四号丙,http://images.huanqiu.com/sarons/2013/11/8b4973d4ef581aa13e3d14bbe35dc4e7.jpg,太原卫星发射中心,应用卫星,NULL,遥感卫星15号,,NULL,NULL,NULL,NULL,上海航天技术研究院,太空装备,NULL,中国,2012年5月29日15时31分,NULL
{'$oid': '5cc933ee831b973d657f23d0'},NULL,,NULL,应用卫星,NULL,遥感卫星8号,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,NULL,NULL
{'$oid': '5cc933ee831b973d657f23d1'},长征二号丁,,酒泉卫星发射中心,应用卫星,NULL,遥感卫星11号,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2010年9月22日10时40分,NULL
{'$oid': '5cc933ef831b973d657f23d2'},NULL,,西昌卫星发射中心,应用卫星,NULL,鑫诺3号,,NULL,NULL,NULL,NULL,中国航天科技集团公司,太空装备,NULL,中国,2007年6月1日,NULL
{'$oid': '5cc933ef831b973d657f23d3'},长征四号丙,,太原卫星发射中心,应用卫星,NULL,遥感卫星10号,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2010年8月10日6时49分,NULL
{'$oid': '5cc933ef831b973d657f23d4'},NULL,,NULL,应用卫星,NULL,遥感卫星7号 ,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,NULL,NULL
{'$oid': '5cc933ef831b973d657f23d5'},长征四号乙,,太原卫星发射中心,应用卫星,NULL,遥感卫星12号,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2011年11月9日11时21分,NULL
{'$oid': '5cc933ef831b973d657f23d6'},长征四号丙,,酒泉卫星发射中心,应用卫星,NULL,遥感卫星9号,,NULL,NULL,NULL,NULL,NULL,太空装备,NULL,中国,2010年3月5日12时55分,NULL
{'$oid': '5cc933f0831b973d657f23d7'},NULL,http://images.huanqiu.com/sarons/2013/11/ddbdb768eb17ae139d6a509cad082b61.jpg,NULL,应用卫星,NULL,资源1号卫星,"
资源一号卫星，又称“中巴地球资源卫星一号”，是由中国和巴西共同研制的地球资源卫星。资源一号是采用国际上先进的公用平台设计思想设计的。这颗卫星未经试验卫星阶段，就直接进入实用阶段，且卫星起点高，技术难度大，是中国卫星研制史上星上元器件最多，系统最为复杂的一颗卫星。
",NULL,NULL,NULL,NULL,中国资源卫星应用中心，巴西空间研究院,太空装备,NULL,中国,1999年,NULL
{'$oid': '5cc933f0831b973d657f23d8'},长征四号乙运载火箭,http://images.huanqiu.com/sarons/2013/11/edeb6f9f58e16b01bae8f43c65201be6.jpg,太原卫星发射中心,应用卫星,NULL,资源3号卫星,,NULL,太阳同步圆轨道,NULL,NULL,中国航天科技集团公司,太空装备,NULL,中国,2012年,NULL
{'$oid': '5cc933f0831b973d657f23d9'},长征四号乙运载火箭,,太原卫星发射中心,应用卫星,NULL,资源2号卫星,,NULL,NULL,NULL,NULL,中国航天科技集团公司,太空装备,NULL,中国,2000年,NULL
