名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
Ki-30/97式俯冲轰炸机,飞行器,423千米每小时,14.55米,中岛重工制风冷式发动机(850匹马力),1937年 ,单发,1942年 ,NULL,1700千米,{'$oid': '5cc930d1831b973d657f10fc'},三菱重工 ,http://images.huanqiu.com/sarons/2014/01/e7526abaa96c2aa49ecfad31e9b6c68f.jpg,3.65米,2230千克,NULL,日本,亚音速,轰炸机,"
九七式俯冲轰炸机(日文:九七式轻爆击机)又名Ki-30，它和另一种九八式俯冲轰炸机同是日本帝国陆军主力的俯冲轰炸机。
",NULL,平直翼,2人,10.35米,NULL
阿米奥-340（Amiot-340）轰炸机,飞行器,NULL,NULL,NULL,1937年12月6日,双发,NULL,NULL,NULL,{'$oid': '5cc930d1831b973d657f10fd'},阿米奥公司,http://images.huanqiu.com/sarons/2014/01/83578cec3ede3a33d8805ccf864e7fff.jpg,NULL,NULL,NULL,法国,亚音速,轰炸机,"
Amiot340是和Amiot370平行发展的一种高性能三座轰炸机，采用两台920匹马力的“土地神-罗纳”14P型十四缸星型空冷引擎作为动力来源。第一架原型机在1937年12月6日於伊斯特尔做了首次试飞。早期的试飞都很顺利，完全证明了该机设计的合理以及与之相应的高性能。但由于14P引擎的可靠性不佳，导致了厂方不得不用同样功率的14N01/02发动机予以替换。更换引擎后的原型机（Amiot340No01）从伊斯特尔飞到了巴黎附近的维拉库布莱（Villacoublay），由CEMA接手进行官方的性能测试。
",阿米奥公司,平直翼,NULL,NULL,NULL
TSR-2轰炸机,飞行器,2631.6千米每小时,11.27米,布理斯托-西德利 奥林帕斯BOl.22R (Mk. 320) 涡轮喷射引擎,1964年9月27日,双发,NULL,NULL,4630千米,{'$oid': '5cc930d2831b973d657f10fe'},NULL,http://images.huanqiu.com/sarons/2014/01/d5510287e5631d229805c340e0251195.jpg,7.24米,24834千克,计划取消，未服役,英国,亚音速,轰炸机,,英国宇航公司,后掠翼,2人,27.12米,46357千克
阿米奥-354(Amiot-354)轰炸机,飞行器,480千米每小时,22.83米,两台土地神.罗纳14N-48/49活塞发动机，功率 2×1060马力,NULL,双发,NULL,NULL,3502千米,{'$oid': '5cc930d2831b973d657f10ff'},阿米奥公司,,4.08米,4735千克,NULL,法国,亚音速,轰炸机,"
阿米奥轰炸机是让·卡尔维（JeanCalvy）监督，朗贝尔（Lambert）和吉罗丹（Girodin）两人负责设计的Amiot341型远程邮政飞机。由于14P引擎的可靠性不佳，导致了厂方不得不用同样功率的14N01/02发动机予以替换。包括增加第四名乘员，更换引擎罩的设计以减小飞行时的阻力等。根据航空技术局的要求，阿米奥公司为阿米奥340换装了两台1020马力的土地神.罗纳14N20/21发动机，同时为了在机身内容纳第四名乘员而改用双垂尾布局取代原来的单垂尾设计。经过这一番改头换面后，该系列被命名为350系列轰炸机。
",NULL,平直翼,4人,14.5米,NULL
A-12俯冲轰炸机,飞行器,285千米每小时,13.41米,莱特旋风式R-1820风冷式发动机(690匹马力),NULL,单发,1942年,NULL,521千米,{'$oid': '5cc930d2831b973d657f1100'},NULL,http://images.huanqiu.com/sarons/2014/01/39d1b80e9f1718557f846b12c27e37bf.jpg,2.84米,1768千克,NULL,美国,亚音速,轰炸机,"
A-12伯劳鸟（英语：A-12 Shrike）俯冲轰炸机是美国寇蒂斯-莱特在1933年为了取代旧式的A-3和英制DH-4这两种双翼机而研制的，此型机在抗战时也为中国空军采用，而由于当时的英语翻译问题而把此机Shrike音译为许来克，中国飞行员简称其为许机。
",NULL,平直翼,2人,9.83米,2611千克
强-6,飞行器,NULL,NULL,涡扇-6（WS-6）航空发动机,NULL,双发,NULL,NULL,NULL,{'$oid': '5cc930d2831b973d657f1101'},NULL,,NULL,NULL,NULL,中国,亚音速,轰炸机,"
强-6是中国人民解放军空军的一种支援型战斗轰炸机（强击机），中华人民共和国第一种可变后掠翼战机，主要仿制对象为前苏联米高扬设计局研制的米格-23，由中国南昌飞机制造厂（洪都航空前身）主持研制，总设计师为陆孝彭，但此项目于20世纪80年代终止。
",南昌飞机制造厂,后掠翼,NULL,NULL,NULL
阿佛罗兰卡斯特重型轰炸机,飞行器,462千米每小时,31.09米,罗尔斯-罗伊斯隼XX发动机,1941年1月8日,双发,1963年,NULL,4073千米,{'$oid': '5cc930d2831b973d657f1102'},NULL,http://images.huanqiu.com/sarons/2014/01/a64a7cf3157ebc9d967b97f18ff2f189.jpg,6.25米,16571千克,NULL,英国,亚音速,轰炸机,,阿佛罗公司,平直翼,7人,21.11米,21727千克
布里斯托“波弗特”式鱼雷轰炸机,飞行器,420千米每小时,17.63米,2*Bristol Taurus II III VI XII 或XVI14缸气冷发动机,1938年10月15日,单发,1944年,NULL,2600千米,{'$oid': '5cc930d2831b973d657f1103'},NULL,http://images.huanqiu.com/sarons/2014/01/e281a1801f2cc3c5582c3cae29e2590b.jpg,4.34米,5945千克,1939年,英国,亚音速,轰炸机,,布里斯托公司,平直翼,4人,13.46米,NULL
剑鱼式鱼雷轰炸机（Swordfish）,飞行器,222千米每小时,13.87米,NULL,1934年4月17日,单发,1945年,NULL,879千米,{'$oid': '5cc930d3831b973d657f1104'},NULL,http://images.huanqiu.com/sarons/2014/01/54ea12ef399d211b86f0496274a1de90.jpg,3.76米,1900千克,1936年,英国,亚音速,轰炸机,,NULL,平直翼,3人,10.87米,NULL
“胜利者”中程战略轰略机,飞行器,NULL,33.53米,NULL,1952年12月24日,双发,NULL,NULL,NULL,{'$oid': '5cc930d3831b973d657f1105'},NULL,http://images.huanqiu.com/sarons/2014/01/a3cc8f14993f1ce879e7635dc0e506fa.jpg,8.57米,40468千克,1962年,英国,亚音速,轰炸机,,汉德利·佩季公司（HANDLEY PAGE）,后掠翼,5人,35.05米,NULL
F-107终极佩刀战斗机,飞行器,2450.16千米每小时,11.15米,一台普拉特·惠特尼YJ75-P-9涡喷发动机,1956年9月10日,单发,1959年（NASA）,NULL,3885千米,{'$oid': '5cc930d3831b973d657f1106'},NULL,http://images.huanqiu.com/sarons/2014/01/4e930b6d722adb9e7f8c61f127e2f728.jpg,5.89米,10295千克,NULL,美国,亚音速,轰炸机,"
F-107终极佩刀（Ultra Sabre）是美国北美航空在F-100超佩刀战斗机基础上研制的一款超音速战斗轰炸机，[2]其设计目的是以超音速突入防线进行核攻击。F-107以罕见的背部进气方式而闻名。也因此带来太多技术困难，在美国空军的竞标中败给了相似的F-105战斗机，并最终成为NASA的试验机。F-107是北美航空佩刀系列战斗机里的最后一款。
",北美航空,平直翼,1人,18.85米,18841千克
肖特斯特林（Short Stirling）轰炸机,飞行器,410千米每小时,30.2米,布里斯托-Hercules II radial发动机,1939年5月14日,四发,1946年,NULL,3750千米,{'$oid': '5cc930d3831b973d657f1107'},NULL,http://images.huanqiu.com/sarons/2014/01/d1df2c17d03f1a30fb546ac2c1f05f03.jpg,8.8米,19950千克,1941年,英国,亚音速,轰炸机,,肖特公司,平直翼,7人,26.6米,31750千克
“布伦海姆”轻型轰炸机,飞行器,428千米每小时,17.17米,布里斯托 Mercury XV 活塞发动机,1935年4月12日,双发,1944年（英国），1956年(芬兰),NULL,2351千米,{'$oid': '5cc930d3831b973d657f1108'},NULL,http://images.huanqiu.com/sarons/2014/01/ee47e1b605918b6c98e49a9c036f5cb9.jpg,3米,4450千克,1937年,英国,亚音速,轰炸机,,布里斯托公司,平直翼,3人,12.98米,NULL
“火神”轰炸机,飞行器,1038千米每小时,30.3米,NULL,1952年8月,双发,NULL,NULL,4171千米,{'$oid': '5cc930d4831b973d657f1109'},NULL,http://images.huanqiu.com/sarons/2014/01/2b465cb389e7e53cf2f9c2c4b74d5e62.jpg,8米,37144千克,1956年夏,英国,亚音速,轰炸机,,原霍克·西德利公司(现并入英国航宇公司),三角面,5人,29.59米,77111千克
维克斯威灵顿式中型轰炸机,飞行器,410千米每小时,26.26米,布里斯托尔“大力神”发动机,NULL,双发,NULL,NULL,3540千米,{'$oid': '5cc930d4831b973d657f110a'},NULL,http://images.huanqiu.com/sarons/2014/01/2e7f2e630b39e18e9d4b4189cb350c6f.jpg,5.31米,8417千克,NULL,英国,亚音速,轰炸机,,维克斯公司,平直翼,6人,18.54米,13381千克
梭鱼式(Barracuda)鱼雷轰炸机,飞行器,367千米每小时,14.99米,Rolls-RoyseMerlin30型12缸液冷发动机,1940年12月7日,单发,NULL,NULL,1104千米,{'$oid': '5cc930d4831b973d657f110b'},NULL,http://images.huanqiu.com/sarons/2014/01/f542a3cd7df3e7c6d61dbc11d68a8760.jpg,4.62米,4250千克,1943年1月10日,英国,亚音速,轰炸机,,Fairey公司,平直翼,3人,12.12米,6409千克
曼彻斯特（Manchester）轰炸机,飞行器,402千米每小时,27.46米,2台罗尔斯·罗伊斯秃鹰液冷式发动机,1939年7月25日,双发,1942年,NULL,1930千米,{'$oid': '5cc930d4831b973d657f110c'},NULL,http://images.huanqiu.com/sarons/2014/01/a20834e34b8cd0c5f29ca2668f9a6fdd.jpg,5.94米,14152千克,NULL,英国,亚音速,轰炸机,,爱芙罗飞机公司,平直翼,7人,21.34米,22680千克
PZL.30轰炸机,飞行器,341千米每小时,NULL,720马力 PZL英式 Bristol Pegasus VIII 9缸风冷发动机 ×2,NULL,双发,NULL,NULL,1250千米,{'$oid': '5cc930d4831b973d657f110d'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/f0c347a64cb7f9ac4086ca4c69c33182.jpg,NULL,4788千克,NULL,波兰,亚音速,轰炸机,"
这型轰炸机的设计比较落后，各项性能都不怎么样，原型机用420马力美国Pratt & Whitney Wasp Junior发动机，此后使用720马力英国Bristol Pegasus发动机，并修改了起落架，被称做PZL.30B/II ，1938年波兰空军采购了一些用于训练，战争爆发时没有用于作战，一部分被德军空袭摧毁在地面，6架被德军缴获用于训练轰炸机飞行员。总生产17架。
",PZL航空制造集团,平直翼,4人,NULL,NULL
Ca.90轰炸机,飞行器,205千米每小时,46.6米,伊索塔-佛拉西尼 Asso 1000 W-18水冷式引擎,1929年,单发,NULL,NULL,1290千米,{'$oid': '5cc930d4831b973d657f110e'},NULL,,10.8米,15000千克,1930年,意大利,亚音速,轰炸机,,卡普罗尼公司,双翼,1人,26.95米,30000千克
PZL.38轰炸机,飞行器,400千米每小时,NULL,490马力　波兰PZL Foka air-cooled 8缸V型液冷发动机 × 2,NULL,双发,NULL,NULL,NULL,{'$oid': '5cc930d5831b973d657f110f'},PZL航空制造集团,,NULL,2155千克,NULL,波兰,亚音速,轰炸机,"
1938年PZL推出了这种战斗轰炸机，希望这种飞机能够执行护航与轰炸多种任务，不过经过试飞表明，这种战斗轰炸机由于重量超过设计时预计太多，并不具备设计时的预期性能，最大速度仅为400公里/小时，达不到计划中的465公里/小时，并且机动性也较差，因此没有被投产。
",PZL航空制造集团,平直翼,2人,NULL,NULL
雅克-2 轰炸机,飞行器,515千米每小时,14米,两台M-105活塞发动机，功率 2×1050马力,1939年,双发,NULL,NULL,8000千米,{'$oid': '5cc930d5831b973d657f1110'},NULL,http://images.huanqiu.com/sarons/2014/01/3cf76380f11a5473d2f8a24a227b4cb3.jpg,NULL,4000千克,1940年,苏/俄,亚音速,轰炸机,"
雅克-2是出自雅克福列夫之手的第一种军用飞机，该设计局借此彻底摆脱了只能设计轻型飞机的头衔。1939年夏天BB-22的开始军方测试。第一架安装武器的生产型飞机在1939年的最后一天出厂，并在第二年二月进行了首次成功的试飞。第一批生产型飞机在1940年三四月间开始接受军方的测试。并正式命名为雅克-2。
",雅科夫列夫设计局,平直翼,3人,9.34米,NULL
PZL.23轰炸机,飞行器,304千米每小时,13.95米,1台PZL英式 Bristol Pegasus VIII 9缸风冷发动机,NULL,单发,NULL,NULL,1260千米,{'$oid': '5cc930d5831b973d657f1111'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/38dc3beaa81950a53b6016c2ff26317a.jpg,3.3米,1928千克,1936年（PZL.23A）,波兰,亚音速,轰炸机,,PZL航空制造集团,平直翼,3人,9.68米,3428千克
Ca.3 轰炸机,飞行器,137千米每小时,22.74米,3× 伊索塔-弗拉斯基尼V.4B 6缸活塞发动机,1916年,三发,NULL,NULL,599千米,{'$oid': '5cc930d5831b973d657f1112'},NULL,http://images.huanqiu.com/sarons/2014/01/168235a50e3baf30acfee6349ca2d1bc.jpg,3.7米,2300千克,NULL,意大利,亚音速,轰炸机,"
卡普罗尼 Ca.3（意大利语：Caproni Ca.3）是由意大利飞机制造商卡普罗尼生产，用于第一次世界大战的轰炸机。另被称呼为“卡普罗尼Ca.33""或“卡普罗尼 450 hp”。除了原生产国意大利外，包括英国、法国、美国空军后续皆曾使用过Ca.3轰炸机。而在一战结束十多年后墨索里尼突击北非及埃塞俄比亚时，Ca.3都仍使用在战场上。 
",卡普罗尼公司,双翼,4人,11.05米,3800千克
PWS-19轰炸机,飞行器,234千米每小时,NULL,标称525马力 美国 Pratt & Whitney Hornet T2 9缸风冷发动机 ×1,1931年,单发,NULL,NULL,700千米,{'$oid': '5cc930d5831b973d657f1113'},PWS航空工厂,http://images.huanqiu.com/sarons/2014/01/07b19f9a973cd7b9468dc94d675cc5fb.jpg,NULL,1340千克,NULL,波兰,亚音速,轰炸机,"
PWS航空工厂研制的轻型侦察轰炸机，1931年开始试飞，采用高单翼双尾翼造型，原本波兰空军准备选用量产，但此机试飞出现一些问题，导致投产日期大大拖延，PWS-19到1933年仍处于修改试飞阶段，而就在这时，更加先进的PZL.23轻型轰炸机被波兰空军看中，被准许量产，这样PWS-19就显得多余，波兰空军收回了订货，于是PWS-19停留在原型机阶段，没能够量产服役。
",PWS航空工厂,平直翼,2人,NULL,NULL
BR.20轰炸机,飞行器,440千米每小时,21.56米,2台飞雅特RC.41风冷式发动机(1000匹马力),1936年2月10日,双发,1945年,NULL,2750千米,{'$oid': '5cc930d5831b973d657f1114'},飞雅特公司,,4.75米,6500千克,1936年,意大利,亚音速,轰炸机,,NULL,平直翼,5人,16.68米,10100千克
CANT Z.1007-翠鸟轰炸机,飞行器,455千米每小时,24.8米,三台Piaggio P.XI RC.40 星型气冷发动机,1937年,双发,NULL,NULL,1795千米,{'$oid': '5cc930d6831b973d657f1115'},CANT,,5.22米,9.396千克,1939年,意大利,亚音速,轰炸机,,亚德里亚海联合造船厂,平直翼,5人,18.35米,13621千克
Ca.4轰炸机,飞行器,140千米每小时,29.9米,3 × Liberty L-12 V-12发动机,1917年,三发,NULL,NULL,700千米,{'$oid': '5cc930d6831b973d657f1116'},NULL,http://images.huanqiu.com/sarons/2014/01/c47ebac3ae91cd789a8d72438d1ec893.jpg,6.3米,6709千克,1918年,意大利,亚音速,轰炸机,,卡普罗尼公司,平直翼,4人,13.1米,7500千克
PZL.37轰炸机,飞行器,412千米每小时,NULL,970马力 PZL英式 Bristol Pegasus XX 风冷发动机 ×2,1936年12月,双发,NULL,NULL,2600千米,{'$oid': '5cc930d6831b973d657f1117'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/33b0bb1376aee96fee0009d49f670dc9.jpg,NULL,4935千克,NULL,波兰,亚音速,轰炸机,,PZL航空制造集团,平直翼,4人,NULL,NULL
雅克-6双引擎多用途飞机,飞行器,187千米每小时,14米,2× 什韦佐夫M-11 ±5缸星形发动机，100千瓦（140马力）,1942年,双发,1950年,NULL,900千米,{'$oid': '5cc930d6831b973d657f1118'},雅科航空器集团,http://images.huanqiu.com/sarons/2014/01/ca55920f00c7dcae5bda1986ddfc17d5.jpg,NULL,1415千克,1942年,苏/俄,亚音速,轰炸机,"
雅克-6是一个苏联在第二次世界大战期间研制和建造的双引擎多用途飞机，它被用作短距离光夜间轰炸机和传输机。
",雅科夫列夫设计局,平直翼,6人,10.35米,2300千克
图-119轰炸机,飞行器,800千米每小时,50.04米,4× HPT NK-12M,1961年5月,四发,NULL,NULL,NULL,{'$oid': '5cc930d6831b973d657f1119'},NULL,http://images.huanqiu.com/sarons/2014/01/b6ca227795e7c42b53f86317dc8faa8b.jpg,12.5米,NULL,NULL,苏/俄,亚音速,轰炸机,,图波列夫设计局,平直翼,9人,46.17米,NULL
PZL.46轰炸机,飞行器,425千米每小时,14.6米, PZL Bristol Pegasus XXB 9缸风冷发动机,1938年8月,单发,NULL,NULL,1300千米,{'$oid': '5cc930d6831b973d657f111a'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/04463d67e5121bea03b624d30e902c9c.jpg,3.3米,1995千克,NULL,波兰,亚音速,轰炸机,"
PZL.46轰炸机是为波兰空军研制的PZL.23改进型，首架原型机1938年8月试飞，第2架原型机1939年5月试飞，第3架原型机1939年7月完成。波兰空军对PZL.46的性能感到满意，在第1架原型机测试通过后，就于1939年3月订购了160架，编号PZL.46A，要求1940年开始交付。不过由于战争很快爆发，并没有生产型被制造出来。
",PZL航空制造集团,后掠翼,3人,10.5米,NULL
图-2/ANT-50轰炸机,飞行器,521千米每小时,18.86米,2具风冷式发动机(1850匹马力),1941年1月29日,NULL,NULL,NULL,2020千米,{'$oid': '5cc930d7831b973d657f111b'},图波列夫设计局,http://images.huanqiu.com/sarons/2014/01/9bdd9e056cbde3238825461367ca3c91.jpg,4.13米,7601千克,1942年,苏/俄,亚音速,轰炸机,"
图-2轰炸机是苏联图波列夫设计局在设计的中型轰炸机，原本称为ANT-50，后改称为""图-2""(Tu-2)，1941年试飞，图-2在第二次世界大战时作为苏联红军的水平轰炸机甚至俯冲轰炸机，参与了德苏战争中后期的主要战役，包括柏林攻防战，图波列夫为此在1943年得到斯大林奖金，并无罪释放。
",图波列夫设计局,平直翼,4人,13.8米,11768千克
PZL.43轰炸机,飞行器,365千米每小时,13.95米,1台Gnome-Rhône 14N-01发动机,NULL,单发,NULL,NULL,1250千米,{'$oid': '5cc930d7831b973d657f111c'},PZL航空制造集团,,3.3米,2200千克,NULL,波兰,亚音速,轰炸机,PZL.43轻型轰炸机是PZL.23的改进型用于出口保加利亚，PZL.43安装了更大功率的发动机，因此性能比PZL.23有一定提高。1938年保加利亚订购了42架，到战争爆发时只完工了36架，其中9架已经装箱还没来得及交付保加利亚，波兰空军紧急装配好了其中5架投入战斗，其中1架在战斗中被1架Bf-110击落，还有1架被2架Bf-109严重击伤，迫降后无法使用，而当时这些PZL.43都还涂着保加利亚的标志，另外3架在波兰战败后被德军缴获，而4架没拆箱的PZL.43则被波兰人在战败前夕用机枪给予破坏，不过这5架遭到破坏的PZL.43在波兰战役结束后，全部都被德军修复了，4架被移交给了保加利亚，1架被德军留下用于测试。,PZL航空制造集团,平直翼,3人,9.95米,3525千克
幻影IV轰炸机,飞行器,2340千米每小时,11.85米,2× 斯奈克玛阿塔 9K-50涡轮喷气发动机,1961年10月12日（预生产型）,双发,NULL,NULL,NULL,{'$oid': '5cc930d7831b973d657f111d'},NULL,http://images.huanqiu.com/sarons/2014/01/034c4e37e96b2f173e8d42888f8c915c.jpg,5.4米,14500千克,1979年（幻影IV P）,法国,NULL,轰炸机,,达索飞机公司,三角面,2人,23.49米,33475千克
图-4公牛轰炸机,飞行器,558千米每小时,43.05米,4×Shvetsov ASh-73TK 空冷型发动机，1790 kW（2400 hp）,NULL,四发,NULL,NULL,NULL,{'$oid': '5cc930d7831b973d657f111e'},图波列夫设计局,http://images.huanqiu.com/sarons/2014/01/8ecabd075d7127a6c99cde7461273e25.jpg,8.46米,35270千克,NULL,苏/俄,亚音速,轰炸机,"
图-4轰炸机（俄语：Ту-4，北约代号:公牛）是苏联获取了美国的B-29型战略轰炸机后，在其基础之上模仿并改进而来的一种飞机。该机也被戏称为“B-29斯基”。图-4是苏联第一种战略轰炸机，1951年10月18日苏联用它空投了其第一颗原子弹。除了轰炸机也被改装为加油机使用。
",图波列夫设计局,平直翼,11人,30.18米,NULL
阿米奥-350轰炸机,飞行器,480千米每小时,22.8米,两台土地神.罗纳14N-48/49活塞发动机，功率 2×1060马力。,NULL,双发,NULL,NULL,3500千米,{'$oid': '5cc930d7831b973d657f111f'},阿米奥公司,,4.5米,4725千克,NULL,法国,亚音速,轰炸机,阿米奥公司卡尔维和他的设计小组更改了Amiot 340引擎架的设计并简化了机体和尾段的设计，此举使得该机能配合几种不同的引擎，也更适合于投入大批量生产。Amiot 350 采用两台 920 匹马力的伊斯帕诺.絮扎（Hispano-Suiza）12Y29/29 十二缸液冷引擎。,阿米奥公司,平直翼,4人,14.5米,11300千克
佩-2轻轰炸机,飞行器,540千米每小时,17.2米,常见M-105R/M-105（开战早期）/VK-107（开战后期）,1940年,双发,1954年,NULL,2300千米,{'$oid': '5cc930d8831b973d657f1120'},NULL,http://images.huanqiu.com/sarons/2014/01/deca3490d60c3214395c9201731001dc.jpg,3.5米,NULL,NULL,苏/俄,亚音速,轰炸机,"
佩-2型轻轰炸机，是二次大战时最著名的苏联轰炸机，衍生的佩-3／佩-2I型更是苏联当时唯一的双发双座重战斗机。
",佩特利亚科夫,平直翼,2人,12.6米,7700千克
Pe-8/TB-7重型轰炸机,飞行器,443千米每小时,39.13米,4×米库林AM-35的液冷V12发动机,1938年7月26日,四发,NULL,NULL,3700千米,{'$oid': '5cc930d8831b973d657f1121'},NULL,,6.2米,18571千克,NULL,苏/俄,亚音速,轰炸机,"
Pe-8（国内译为佩-8）是苏联在二次大战中研制、生产的一种重型轰炸机，也是苏联空军在二战中唯一可用的四发重型轰炸机。该机又名为TB-7，无论产量和使用，都是一种不成功的机种。
",佩特利亚可夫设计局,平直翼,11人,23.2米,35000千克
雅克-4 型侦察/轰炸机,飞行器,533千米每小时,14米,2× 克里莫夫M-105 的V12发动机 ，821千瓦（1100每个马力）,1940年2月20日,双发,1945年,NULL,NULL,{'$oid': '5cc930d8831b973d657f1122'},NULL,,NULL,4560千克,1941年,苏/俄,亚音速,轰炸机,"
雅克-4是苏联第二次世界大战所使用的轻型轰炸机。它是从雅克-22/Yak-2发展而来。
",NULL,平直翼,2人,10.18米,NULL
M-50野蛮人轰炸机,飞行器,1950千米每小时,35.1米,2×Dobrynin VD-7 Dobrynin VD-7M 2x涡轮推进后燃器 每具156.9 kN (35270 lbf) 和 2× VD-7B 涡轮引擎， 每个 92.12 kN（20710 lbf）,1957年,双发,NULL,NULL,7400千米,{'$oid': '5cc930d8831b973d657f1123'},NULL,http://images.huanqiu.com/sarons/2014/01/b3046b301b3b340583494731e81ac0cf.jpg,8.25米,85000千克,NULL,苏/俄,超音速,轰炸机,"
M-50（北约代号：野蛮人）是苏联四发动机超音速轰炸机的原型，由马萨契夫实验工厂设计；始终没有服役，确定生产的只有一架，1957年首飞。一位作家曾经评这架飞机的设计是：“以对高速飞行一无所知下，M-50算是最成功的失败”。
",马萨契夫实验工厂,后掠翼,2人,57.48米,200000千克
苏-34/鸭嘴兽战斗轰炸机,飞行器,NULL,NULL,两台Lyulka AL-31F 补燃涡轮风扇发动机,1990年4月,NULL,NULL,NULL,NULL,{'$oid': '5cc930d8831b973d657f1124'},苏霍伊设计局联合公司,http://images.huanqiu.com/sarons/2014/01/4cccc07346a9d1261ff9adef6cec90bf.jpg,NULL,NULL,NULL,苏/俄,超音速,轰炸机,"
苏-34战斗轰炸机原称苏-27IB，是由俄罗斯苏霍伊设计局联合公司根据苏-27全天候重型战斗机改进的下一代俄罗斯空军主力，被认为是新一代的俄罗斯航空兵部队代替陈旧的苏-24攻击机和苏-25战斗轰炸机的首选。1990年4月首飞。另外，苏-34双发重型战斗轰炸机也有海军型号，称为苏-32FN。
",苏霍伊设计局联合公司,后掠翼,NULL,NULL,NULL
水轰-5水上反潜轰炸机,飞行器,556千米每小时,36米,四台WJ-5甲涡浆发动机,NULL,四发,NULL,NULL,4900千米,{'$oid': '5cc930d9831b973d657f1125'},NULL,http://images.huanqiu.com/sarons/2014/01/6444a74b5e835f1769fa504d66f14c71.jpg,9.8米,27724千克,NULL,中国,亚音速,轰炸机,"
水轰-5型水上反潜轰炸机，是我国自行研制的第一代大型远程水上巡逻反潜轰炸机。用于中近海域海上侦察、巡逻警戒、搜索反潜等任务，也可监视和攻击水面舰艇。由哈尔滨飞机制造公司于上世纪70年代研制。主要用途是执行搜救任务、对抗敌方潜艇、轰炸水面舰艇、布雷、杀伤地面目标、运送各类物资、空投、空中照相和无线电侦察，另外也曾用来灭火，保障消防安全，由于机载设备和武器方面存在一些技术缺陷，水轰-5最终未能大批量生产。
",哈尔滨飞机制造公司,平直翼,4人,38.9米,NULL
B-18轰炸机,飞行器,346千米每小时,27.3米,Wright R-1820-53发动机,1942年,NULL,NULL,NULL,1937千米,{'$oid': '5cc930d9831b973d657f1126'},NULL,http://images.huanqiu.com/sarons/2014/01/01c44d97b43a7a8ec2f3d27a70ca0ee6.jpg,4.62米,7403千克,NULL,美国,亚音速,轰炸机,,道格拉斯飞行器公司,平直翼,6人,17.63米,12552千克
轰-5轰炸机,飞行器,902千米每小时,21.45米,两台WP-5A涡轮喷气发动机,1966年9月,双发,1984年,NULL,2400千米,{'$oid': '5cc930d9831b973d657f1127'},NULL,,6.2米,12890千克,NULL,中国,亚音速,轰炸机,,中国哈尔滨飞机制造公司,NULL,NULL,16.77米,21200千克
K-7巨型轰炸机,飞行器,225千米每小时,53米,7 × Mikulin AM-34F V12 活塞发动机 每台560 kW （750 hp）,1933年8月11日,八发 ,NULL,NULL,NULL,{'$oid': '5cc930da831b973d657f1128'},NULL,,12.4米,24400千克,NULL,苏/俄,NULL,轰炸机,"
K-7（乌克兰语：Калинін К-7）是苏联在1930年代设计的一种巨型飞机。主要被用做巨型轰炸机和大型客机。因为设计太过激进和巨大，K-7在原型机坠毁后就没有继续发展。如果K-7得以进入服役，将会是B-52服役之前世界上翼展最大的轰炸机。
",加里宁设计局 ,平直翼,11人,28米,NULL
SB轰炸机,飞行器,411千米每小时,20.33米,2具风冷式M100A发动机(800匹马力)/水冷式M103发动机(960匹马力),1934年4月,NULL,NULL,NULL,980千米,{'$oid': '5cc930da831b973d657f1129'},图波列夫设计局,http://images.huanqiu.com/sarons/2014/01/5861118abf5f0f4729d98e29218b2789.jpg,3.6米,4280千克,NULL,苏/俄,亚音速,轰炸机,"
1933年图波列夫设计局受命要研制新式快速轰炸机，其要求为:最快时速为330公里/小时；航程800公里；载弹量500公斤；升限8000米；可以在简陋机场升降。SB轰炸机分别为使用风冷式发动机的SB-2(又名SB-2M-100A)和水冷式发动机的SB-3(又名SB-2M-103)。
",图波列夫设计局,NULL,3人,12.57米,5725千克
苏-7/装配匠-A战斗轰炸机,飞行器,2150千米每小时,9.31米, 1×F-1-250（AЛ-7Ф-1-250） 加力喷气发动机 ,1955年9月7日 ,单发,1986年 ,NULL,1650千米,{'$oid': '5cc930da831b973d657f112a'},苏霍伊设计局 ,http://images.huanqiu.com/sarons/2014/01/db64d31cfec15dfc529862a925379853.jpg,4.99米,8330千克,1959年 ,苏/俄,亚音速,轰炸机,"
苏-7战斗轰炸机（俄文：Сухой Су-7）是苏联苏霍伊飞机设计局于20世纪50年代研制的一种后掠翼喷气式战斗轰炸机。是20世纪60－70年代苏联空军与华约国家空军的主要装备之一。北约代号装配匠-A（Fitter-A）。
",苏霍伊设计局 ,后掠翼,1人,16.8米,15210千克
